"real","imag"
0.99907500141828,0.000923290505827593
0.999075001742302,-0.000923290505243834
0.785083415112076,-7.32454853916906e-13
0.0210720219103744,0.0751291553027699
0.0210720219103745,-0.0751291553027699
0.074127916249976,-2.8718085609239e-15
0.066352352323544,0.00667637191191043
0.0663523523235423,-0.00667637191190775
0.010573315952556,-3.69369184040107e-17
0.00638263922131712,-9.42730755531523e-17
0.00402359298323573,0.00289499559908983
0.00402359298323617,-0.00289499559908955
0.000888092976342082,-0.00117206310400311
0.000888092976342125,0.0011720631040031
