"real","imag"
0.99815001261647,0.00184316766330823
0.998150012616496,-0.00184316766330823
0.646203554119547,-3.99588010063087e-17
0.0437694044646803,4.05840393466251e-21
0.0223187945981618,-0.00265642947478273
0.00211445006675197,-0.0187770896387302
0.00211445006675189,0.0187770896387301
0.022318794598161,0.00265642947478231
0.0141743444365701,3.46244962229842e-17
0.000527803805718184,-0.0107008611217817
0.000527803805718091,0.0107008611217818
0.00320153673763404,1.14582740901018e-17
0.00211911219204646,-0.00201520899134685
0.00211911219204646,0.00201520899134686
