"real","imag"
0.999999999999999,1.11022302462515e-16
1,-1.11022302462516e-16
0.0012921052068661,-5.52403079997974e-30
0.000401095480880048,1.97098924425584e-24
5.92987338016936e-05,-9.77674357226278e-26
2.11882901530656e-05,-3.15836653412739e-06
2.11882901530656e-05,3.15836653412739e-06
1.73271255640083e-06,1.07296433161664e-07
1.7327125605322e-06,-1.07296433675295e-07
