"real","imag"
0.999634129646001,0.000374300892504225
0.999634130028082,-0.00037430089133823
0.909325291327588,-1.20165017494972e-12
0.0273703343129052,0.010766704811676
0.0273703343129052,-0.010766704811676
0.0180695687504986,-2.43627348570496e-18
0.00279570238294346,-4.61574224324262e-20
0.00131808426525533,-3.21054569123291e-05
0.00131808426525549,3.21054569123333e-05
0.00044279400036606,4.41753928328546e-17
0.000274524987183478,0.000208199612773343
0.000274524987183451,-0.000208199612773352
5.24250619635711e-06,-0.000102360077864487
5.24250619635712e-06,0.000102360077864487
