"real","imag"
0.99630010055911,-0.00367272130325143
0.996300100559109,0.00367272130325142
0.477326968973747,-3.58011209738279e-19
0.00972681695215236,0.0170270492523513
0.00972681695215243,-0.0170270492523511
0.0126735028981514,-0.0033171651691686
0.0126735028981495,0.003317165169169
0.00881725189541846,-3.26144824214024e-15
0.00850152338151795,2.50683249752856e-15
0.00175408381584662,7.50868048210218e-19
0.000744456966880745,0.000305062831510874
0.000744456966880707,-0.000305062831510978
5.24921629530485e-05,-0.000270390944807346
5.24921629530447e-05,0.000270390944807335
